competicao,temporada,id_partida,estadio,campo,equipe,pro_contra,jogador,minuto
Brasileirao,2018,158,Vila Belmiro,visitante,AMERICA - MG,pro,Ruy,38.0
Brasileirao,2018,159,Allianz Parque,mandante,PALMEIRAS - SP,pro,Bruno,17.0
Brasileirao,2018,159,Allianz Parque,mandante,PALMEIRAS - SP,pro,Bruno,40.0
Brasileirao,2018,159,Allianz Parque,mandante,PALMEIRAS - SP,pro,Lucas Lima,78.0
Brasileirao,2018,160,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Pottker,27.0
Brasileirao,2018,160,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Pottker,44.0
Brasileirao,2018,160,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Leandro Damiao,57.0
Brasileirao,2018,161,Independência,visitante,INTERNACIONAL - RS,pro,Edenilson,78.0
Brasileirao,2018,162,Durival Britto,visitante,CEARA - CE,pro,Juninho Quixadá,14.0
Brasileirao,2018,164,Manoel Barradas,mandante,VITORIA - BA,pro,Neilton,72.0
Brasileirao,2018,164,Manoel Barradas,visitante,CRUZEIRO - MG,pro,Manoel,75.0
Brasileirao,2018,165,Maracanã,mandante,FLUMINENSE - RJ,pro,Pedro,20.0
Brasileirao,2018,165,Maracanã,visitante,BAHIA - BA,pro,Edigar Junio,81.0
Brasileirao,2018,167,Morumbi,mandante,SAO PAULO - SP,pro,Joao Rojas,1.0
Brasileirao,2018,167,Morumbi,visitante,VASCO DA GAMA - RJ,pro,Yago,54.0
Brasileirao,2018,167,Morumbi,mandante,SAO PAULO - SP,pro,Santiago,80.0
Brasileirao,2018,168,Ilha do Retiro,visitante,CHAPECOENSE - SC,pro,Wellington Paulista,12.0
Brasileirao,2018,168,Ilha do Retiro,mandante,SPORT - PE,pro,Carlos,90.5
Brasileirao,2018,170,Arena do Grêmio,mandante,GREMIO - RS,pro,Jael,45.0
Brasileirao,2018,170,Arena do Grêmio,mandante,GREMIO - RS,pro,Marinho,47.0
Brasileirao,2018,171,Independência,mandante,ATLETICO - MG,pro,Elias,7.0
Brasileirao,2018,171,Independência,visitante,SANTOS - SP,pro,Gabriel Barbosa,26.0
Brasileirao,2018,171,Independência,mandante,ATLETICO - MG,pro,Ricardo Oliveira,70.0
Brasileirao,2018,171,Independência,mandante,ATLETICO - MG,pro,Ricardo Oliveira,90.5
Brasileirao,2018,172,Durival Britto,visitante,BOTAFOGO - RJ,pro,Rodrigo,72.0
Brasileirao,2018,172,Durival Britto,mandante,PARANA - PR,pro,Alex,90.5
Brasileirao,2018,173,Arena Condá,visitante,CORINTHIANS - SP,pro,Marquinhos Gabriel,5.0
Brasileirao,2018,173,Arena Condá,mandante,CHAPECOENSE - SC,pro,Diego Torres,70.0
Brasileirao,2018,173,Arena Condá,mandante,CHAPECOENSE - SC,pro,Agustin,90.5
Brasileirao,2018,174,Arena Fonte Nova,mandante,BAHIA - BA,pro,Gilberto,54.0
Brasileirao,2018,175,Maracanã,visitante,INTERNACIONAL - RS,pro,Nico Lopez,23.0
Brasileirao,2018,175,Maracanã,visitante,INTERNACIONAL - RS,pro,JONATAN ALVEZ,38.0
Brasileirao,2018,175,Maracanã,visitante,INTERNACIONAL - RS,pro,Nico Lopez,45.0
Brasileirao,2018,176,Maracanã,mandante,FLAMENGO - RJ,pro,Henrique Dourado,22.0
Brasileirao,2018,178,Ilha do Retiro,visitante,SAO PAULO - SP,pro,Diego Souza,30.0
Brasileirao,2018,178,Ilha do Retiro,visitante,SAO PAULO - SP,pro,Nene,52.0
Brasileirao,2018,178,Ilha do Retiro,mandante,SPORT - PE,pro,Marlone,86.0
Brasileirao,2018,178,Ilha do Retiro,visitante,SAO PAULO - SP,pro,Santiago,89.0
Brasileirao,2018,179,Allianz Parque,mandante,PALMEIRAS - SP,pro,Deyverson,60.0
Brasileirao,2018,180,Arena do Grêmio,mandante,GREMIO - RS,pro,Douglas,12.0
Brasileirao,2018,180,Arena do Grêmio,mandante,GREMIO - RS,pro,Jailson,21.0
Brasileirao,2018,180,Arena do Grêmio,mandante,GREMIO - RS,pro,Pepe,57.0
Brasileirao,2018,180,Arena do Grêmio,mandante,GREMIO - RS,pro,Everton,81.0
Brasileirao,2018,181,Mineirão,visitante,BAHIA - BA,pro,Douglas Groli,59.0
Brasileirao,2018,181,Mineirão,mandante,CRUZEIRO - MG,pro,Thiago Neves,63.0
Brasileirao,2018,182,Arena da Baixada,mandante,ATLETICO - PR,pro,Pablo,9.0
Brasileirao,2018,182,Arena da Baixada,mandante,ATLETICO - PR,pro,Raphael Veiga,16.0
Brasileirao,2018,182,Arena da Baixada,mandante,ATLETICO - PR,pro,Ze Ivaldo,20.0
Brasileirao,2018,184,Manoel Barradas,visitante,PALMEIRAS - SP,pro,Deyverson,10.0
Brasileirao,2018,184,Manoel Barradas,visitante,PALMEIRAS - SP,pro,Deyverson,28.0
Brasileirao,2018,184,Manoel Barradas,visitante,PALMEIRAS - SP,pro,Dudu,58.0
Brasileirao,2018,185,São Januário,mandante,VASCO DA GAMA - RJ,pro,Wagner,60.0
Brasileirao,2018,185,São Januário,visitante,CEARA - CE,pro,Tiago,65.0
Brasileirao,2018,186,Nilton Santos,visitante,ATLETICO - MG,pro,Luan,62.0
Brasileirao,2018,186,Nilton Santos,visitante,ATLETICO - MG,pro,Cazares,80.0
Brasileirao,2018,186,Nilton Santos,visitante,ATLETICO - MG,pro,Tomas Andrade,90.0
Brasileirao,2018,187,Morumbi,mandante,SAO PAULO - SP,pro,Shaylon,2.0
Brasileirao,2018,187,Morumbi,mandante,SAO PAULO - SP,pro,Hudson,82.0
Brasileirao,2018,188,Vila Belmiro,mandante,SANTOS - SP,pro,Eduardo Sasha,1.0
Brasileirao,2018,188,Vila Belmiro,mandante,SANTOS - SP,pro,Rodrygo,82.0
Brasileirao,2018,188,Vila Belmiro,mandante,SANTOS - SP,pro,Victor Ferraz,84.0
Brasileirao,2018,189,Arena Corinthians,visitante,GREMIO - RS,pro,Everton,54.0
Brasileirao,2018,190,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Camilo,90.5
Brasileirao,2018,192,Durival Britto,visitante,SAO PAULO - SP,pro,Nene,7.0
Brasileirao,2018,192,Durival Britto,mandante,PARANA - PR,pro,Junior,36.0
Brasileirao,2018,193,Arena Condá,visitante,ATLETICO - PR,pro,Pablo,60.0
Brasileirao,2018,193,Arena Condá,mandante,CHAPECOENSE - SC,contra,Bruno Guimarães,77.0
Brasileirao,2018,193,Arena Condá,mandante,CHAPECOENSE - SC,pro,Leandro,88.0
Brasileirao,2018,194,Arena Fonte Nova,visitante,INTERNACIONAL - RS,pro,Patrick,22.0
Brasileirao,2018,195,Maracanã,mandante,FLUMINENSE - RJ,pro,Gum,17.0
Brasileirao,2018,196,Maracanã,mandante,FLAMENGO - RJ,pro,Diego,40.0
Brasileirao,2018,197,Presidente Vargas,mandante,CEARA - CE,pro,Arthur,78.0
Brasileirao,2018,197,Presidente Vargas,visitante,SANTOS - SP,pro,Sousa,86.0
Brasileirao,2018,198,Ilha do Retiro,visitante,AMERICA - MG,pro,Luan,47.0
Brasileirao,2018,198,Ilha do Retiro,visitante,AMERICA - MG,pro,Rafael Moura,67.0
Brasileirao,2018,199,Allianz Parque,mandante,PALMEIRAS - SP,pro,Lucas Lima,77.0
Brasileirao,2018,199,Allianz Parque,mandante,PALMEIRAS - SP,pro,Lucas Lima,86.0
Brasileirao,2018,200,Arena do Grêmio,visitante,CRUZEIRO - MG,pro,Bruno Silva,44.0
Brasileirao,2018,200,Arena do Grêmio,mandante,GREMIO - RS,pro,Everton,59.0
Brasileirao,2018,201,Vila Belmiro,mandante,SANTOS - SP,pro,Derlis Gonzalez,56.0
Brasileirao,2018,201,Vila Belmiro,mandante,SANTOS - SP,pro,Gabriel Barbosa,74.0
Brasileirao,2018,202,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Henrique,35.0
Brasileirao,2018,203,Arena da Baixada,visitante,GREMIO - RS,pro,Cicero,8.0
Brasileirao,2018,203,Arena da Baixada,mandante,ATLETICO - PR,pro,Pablo,12.0
Brasileirao,2018,203,Arena da Baixada,mandante,ATLETICO - PR,pro,Jonathan,69.0
Brasileirao,2018,204,Mineirão,mandante,CRUZEIRO - MG,pro,Raniel,14.0
Brasileirao,2018,204,Mineirão,visitante,FLUMINENSE - RJ,contra,Henrique,26.0
Brasileirao,2018,204,Mineirão,mandante,CRUZEIRO - MG,contra,Ayrton Lucas,72.0
Brasileirao,2018,205,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Carli,61.0
Brasileirao,2018,205,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Aguirre,84.0
Brasileirao,2018,206,Morumbi,mandante,SAO PAULO - SP,pro,Bruno,77.0
Brasileirao,2018,207,Independência,visitante,FLAMENGO - RJ,pro,Éverton Ribeiro,15.0
Brasileirao,2018,207,Independência,mandante,AMERICA - MG,pro,Rafael Moura,22.0
Brasileirao,2018,207,Independência,visitante,FLAMENGO - RJ,pro,Lucas Paquetá,61.0
Brasileirao,2018,207,Independência,mandante,AMERICA - MG,pro,Gerson,86.0
Brasileirao,2018,208,Manoel Barradas,mandante,VITORIA - BA,pro,Leonardo,69.0
Brasileirao,2018,210,São Januário,mandante,VASCO DA GAMA - RJ,pro,Wagner,53.0
Brasileirao,2018,210,São Januário,visitante,CHAPECOENSE - SC,pro,Leandro,78.0
Brasileirao,2018,210,São Januário,mandante,VASCO DA GAMA - RJ,pro,Maxi Lopez,84.0
Brasileirao,2018,210,São Januário,mandante,VASCO DA GAMA - RJ,pro,Thiago Galhardo,89.0
Brasileirao,2018,211,Manoel Barradas,mandante,VITORIA - BA,pro,Leonardo,56.0
Brasileirao,2018,212,Arena do Grêmio,mandante,GREMIO - RS,pro,Jael,11.0
Brasileirao,2018,212,Arena do Grêmio,mandante,GREMIO - RS,pro,Jael,45.0
Brasileirao,2018,212,Arena do Grêmio,mandante,GREMIO - RS,pro,Alisson,60.0
Brasileirao,2018,212,Arena do Grêmio,mandante,GREMIO - RS,pro,Andre Felipe,75.0
Brasileirao,2018,213,Maracanã,visitante,SANTOS - SP,pro,Gabriel Barbosa,4.0
Brasileirao,2018,213,Maracanã,visitante,SANTOS - SP,pro,Gabriel Barbosa,67.0
Brasileirao,2018,213,Maracanã,visitante,SANTOS - SP,pro,Gabriel Barbosa,81.0
Brasileirao,2018,214,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Pedrinho,19.0
Brasileirao,2018,214,Arena Corinthians,visitante,ATLETICO - MG,pro,Fabio Santos,35.0
Brasileirao,2018,215,Maracanã,visitante,CEARA - CE,pro,Leandro,90.0
Brasileirao,2018,216,Arena da Baixada,mandante,ATLETICO - PR,pro,Pablo,67.0
Brasileirao,2018,216,Arena da Baixada,mandante,ATLETICO - PR,pro,Rony,77.0
Brasileirao,2018,217,Morumbi,visitante,FLUMINENSE - RJ,contra,Anderson,53.0
Brasileirao,2018,217,Morumbi,mandante,SAO PAULO - SP,pro,Santiago,71.0
Brasileirao,2018,218,Ilha do Retiro,mandante,SPORT - PE,pro,Gabriel,14.0
Brasileirao,2018,219,Arena Condá,visitante,PALMEIRAS - SP,pro,Hyoran,14.0
Brasileirao,2018,219,Arena Condá,visitante,PALMEIRAS - SP,pro,Borja,51.0
Brasileirao,2018,219,Arena Condá,mandante,CHAPECOENSE - SC,pro,R. Thyere,60.0
Brasileirao,2018,221,Arena Fonte Nova,mandante,BAHIA - BA,pro,Gilberto,52.0
Brasileirao,2018,221,Arena Fonte Nova,mandante,BAHIA - BA,pro,Tiago,84.0
Brasileirao,2018,222,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Luiz Fernando,10.0
Brasileirao,2018,222,Nilton Santos,visitante,CRUZEIRO - MG,pro,Edilson,37.0
Brasileirao,2018,223,Arena Castelão,mandante,CEARA - CE,pro,Everson,19.0
Brasileirao,2018,223,Arena Castelão,mandante,CEARA - CE,contra,Danilo,57.0
Brasileirao,2018,223,Arena Castelão,visitante,CORINTHIANS - SP,pro,Roger,71.0
Brasileirao,2018,224,Durival Britto,mandante,PARANA - PR,pro,Rafael Grampola,39.0
Brasileirao,2018,224,Durival Britto,visitante,CHAPECOENSE - SC,pro,Diego Torres,86.0
Brasileirao,2018,225,Allianz Parque,mandante,PALMEIRAS - SP,pro,Willian,70.0
Brasileirao,2018,225,Allianz Parque,mandante,PALMEIRAS - SP,pro,Moises,90.5
Brasileirao,2018,226,Independência,mandante,ATLETICO - MG,contra,Régis Souza,8.0
Brasileirao,2018,227,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Pottker,5.0
Brasileirao,2018,227,Beira-Rio,visitante,FLAMENGO - RJ,pro,Vitinho,56.0
Brasileirao,2018,227,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Rodrigo Dourado,58.0
Brasileirao,2018,229,Independência,mandante,AMERICA - MG,pro,Carlinho,30.0
Brasileirao,2018,229,Independência,visitante,VASCO DA GAMA - RJ,pro,Maxi Lopez,77.0
Brasileirao,2018,229,Independência,mandante,AMERICA - MG,pro,Gerson,79.0
Brasileirao,2018,232,Morumbi,mandante,SAO PAULO - SP,pro,Diego Souza,59.0
Brasileirao,2018,233,Maracanã,mandante,FLAMENGO - RJ,pro,Rene,43.0
Brasileirao,2018,233,Maracanã,mandante,FLAMENGO - RJ,pro,Diego,56.0
Brasileirao,2018,235,Maracanã,mandante,FLUMINENSE - RJ,pro,Digão,11.0
Brasileirao,2018,236,Allianz Parque,mandante,PALMEIRAS - SP,pro,Deyverson,56.0
Brasileirao,2018,237,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Edenilson,59.0
Brasileirao,2018,238,Manoel Barradas,mandante,VITORIA - BA,pro,Erick,72.0
Brasileirao,2018,239,Durival Britto,visitante,SANTOS - SP,pro,Gabriel Barbosa,52.0
Brasileirao,2018,239,Durival Britto,visitante,SANTOS - SP,pro,Gabriel Barbosa,78.0
Brasileirao,2018,240,Independência,visitante,ATLETICO - PR,contra,Iago,9.0
Brasileirao,2018,240,Independência,mandante,ATLETICO - MG,pro,Leo Silva,26.0
Brasileirao,2018,240,Independência,mandante,ATLETICO - MG,pro,Elias,67.0
Brasileirao,2018,240,Independência,mandante,ATLETICO - MG,pro,Ricardo Oliveira,82.0
Brasileirao,2018,241,Arena Castelão,mandante,CEARA - CE,pro,Calyson,27.0
Brasileirao,2018,241,Arena Castelão,mandante,CEARA - CE,pro,Samuel,49.0
Brasileirao,2018,242,Mané Garrincha,mandante,VASCO DA GAMA - RJ,pro,Andy,27.0
Brasileirao,2018,242,Mané Garrincha,visitante,FLAMENGO - RJ,contra,Luiz Gustavo,61.0
Brasileirao,2018,243,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Rodrigo,24.0
Brasileirao,2018,245,Arena da Baixada,mandante,ATLETICO - PR,pro,Raphael Veiga,18.0
Brasileirao,2018,245,Arena da Baixada,mandante,ATLETICO - PR,pro,Pablo,45.5
Brasileirao,2018,245,Arena da Baixada,visitante,FLUMINENSE - RJ,pro,Luciano,59.0
Brasileirao,2018,245,Arena da Baixada,mandante,ATLETICO - PR,pro,Leo Pereira,70.0
Brasileirao,2018,246,Arena Fonte Nova,mandante,BAHIA - BA,pro,Gilberto,18.0
Brasileirao,2018,246,Arena Fonte Nova,visitante,PALMEIRAS - SP,pro,Felipe Melo,78.0
Brasileirao,2018,248,Arena Corinthians,visitante,SPORT - PE,pro,Hernane,21.0
Brasileirao,2018,248,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Jadson,58.0
Brasileirao,2018,248,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Danilo,88.0
Brasileirao,2018,249,Arena do Grêmio,mandante,GREMIO - RS,pro,Douglas,53.0
Brasileirao,2018,249,Arena do Grêmio,mandante,GREMIO - RS,pro,J. Capixaba,63.0
Brasileirao,2018,250,Arena Condá,visitante,INTERNACIONAL - RS,pro,Nico Lopez,26.0
Brasileirao,2018,250,Arena Condá,mandante,CHAPECOENSE - SC,pro,Leandro,37.0
Brasileirao,2018,250,Arena Condá,mandante,CHAPECOENSE - SC,pro,Leandro,81.0
Brasileirao,2018,251,Morumbi,mandante,SAO PAULO - SP,pro,Diego Souza,45.0
Brasileirao,2018,251,Morumbi,visitante,AMERICA - MG,pro,Matheusinho,80.0
Brasileirao,2018,252,Maracanã,mandante,FLAMENGO - RJ,pro,Willian Arão,1.0
Brasileirao,2018,252,Maracanã,visitante,ATLETICO - MG,pro,Leo Silva,22.0
Brasileirao,2018,252,Maracanã,mandante,FLAMENGO - RJ,pro,Lucas Paquetá,53.0
Brasileirao,2018,253,Manoel Barradas,mandante,VITORIA - BA,pro,Lucas Fernandes,1.0
Brasileirao,2018,253,Manoel Barradas,visitante,BOTAFOGO - RJ,pro,Kieza,24.0
Brasileirao,2018,253,Manoel Barradas,visitante,BOTAFOGO - RJ,pro,Rodrigo,42.0
Brasileirao,2018,253,Manoel Barradas,mandante,VITORIA - BA,pro,Fabiano,51.0
Brasileirao,2018,253,Manoel Barradas,visitante,BOTAFOGO - RJ,contra,Leo Gomes,54.0
Brasileirao,2018,253,Manoel Barradas,visitante,BOTAFOGO - RJ,pro,Erik,64.0
Brasileirao,2018,253,Manoel Barradas,mandante,VITORIA - BA,pro,Mauricio,87.0
Brasileirao,2018,254,Arena do Grêmio,visitante,CEARA - CE,pro,Luiz,12.0
Brasileirao,2018,254,Arena do Grêmio,mandante,GREMIO - RS,pro,Geromel,21.0
Brasileirao,2018,254,Arena do Grêmio,visitante,CEARA - CE,pro,Arthur,26.0
Brasileirao,2018,254,Arena do Grêmio,mandante,GREMIO - RS,pro,Thonny Anderson,44.0
Brasileirao,2018,254,Arena do Grêmio,mandante,GREMIO - RS,pro,Luan,68.0
Brasileirao,2018,255,Arena da Baixada,mandante,ATLETICO - PR,pro,Raphael Veiga,7.0
Brasileirao,2018,255,Arena da Baixada,mandante,ATLETICO - PR,pro,Pablo,33.0
Brasileirao,2018,255,Arena da Baixada,mandante,ATLETICO - PR,pro,Marcelo Cirino,88.0
Brasileirao,2018,256,São Januário,mandante,VASCO DA GAMA - RJ,pro,Yago,31.0
Brasileirao,2018,256,São Januário,visitante,BAHIA - BA,pro,Gilberto,45.5
Brasileirao,2018,256,São Januário,mandante,VASCO DA GAMA - RJ,pro,Marrony,77.0
Brasileirao,2018,257,Ilha do Retiro,visitante,PALMEIRAS - SP,pro,Willian,81.0
Brasileirao,2018,258,Arena Corinthians,visitante,INTERNACIONAL - RS,pro,Leandro Damiao,44.0
Brasileirao,2018,258,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Douglas Augusto,49.0
Brasileirao,2018,259,Mineirão,visitante,SANTOS - SP,pro,Gabriel Barbosa,15.0
Brasileirao,2018,259,Mineirão,mandante,CRUZEIRO - MG,pro,Sassa,46.0
Brasileirao,2018,259,Mineirão,mandante,CRUZEIRO - MG,pro,Raniel,83.0
Brasileirao,2018,260,Arena Condá,visitante,FLUMINENSE - RJ,pro,Everaldo,10.0
Brasileirao,2018,260,Arena Condá,visitante,FLUMINENSE - RJ,pro,Sornoza,35.0
Brasileirao,2018,260,Arena Condá,mandante,CHAPECOENSE - SC,pro,Leandro,78.0
Brasileirao,2018,261,Nilton Santos,visitante,GREMIO - RS,pro,Everton,90.5
Brasileirao,2018,264,Pacaembu,mandante,PALMEIRAS - SP,pro,Lucas Lima,22.0
Brasileirao,2018,264,Pacaembu,visitante,CRUZEIRO - MG,pro,Mancuello,30.0
Brasileirao,2018,264,Pacaembu,mandante,PALMEIRAS - SP,pro,Hyoran,42.0
Brasileirao,2018,264,Pacaembu,mandante,PALMEIRAS - SP,pro,GUSTAVO GOMEZ,65.0
Brasileirao,2018,265,Independência,visitante,SPORT - PE,contra,Leo Silva,6.0
Brasileirao,2018,265,Independência,mandante,ATLETICO - MG,pro,Elias,8.0
Brasileirao,2018,265,Independência,mandante,ATLETICO - MG,pro,Fabio Santos,26.0
Brasileirao,2018,265,Independência,mandante,ATLETICO - MG,pro,Emerson,28.0
Brasileirao,2018,265,Independência,mandante,ATLETICO - MG,pro,Cazares,29.0
Brasileirao,2018,265,Independência,visitante,SPORT - PE,pro,Michel Bastos,56.0
Brasileirao,2018,265,Independência,mandante,ATLETICO - MG,pro,Ricardo Oliveira,69.0
Brasileirao,2018,266,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Jean,5.0
Brasileirao,2018,266,Nilton Santos,visitante,SAO PAULO - SP,pro,Diego Souza,7.0
Brasileirao,2018,266,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Kieza,24.0
Brasileirao,2018,266,Nilton Santos,visitante,SAO PAULO - SP,pro,Gonzalo Carneiro,62.0
Brasileirao,2018,267,Vila Belmiro,mandante,SANTOS - SP,pro,Carlos Sanchez,90.5
Brasileirao,2018,268,Beira-Rio,visitante,VITORIA - BA,contra,Emerson,2.0
Brasileirao,2018,268,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Leandro Damiao,63.0
Brasileirao,2018,268,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Dalessandro,85.0
Brasileirao,2018,269,Arena Castelão,visitante,CHAPECOENSE - SC,pro,Agustin,34.0
Brasileirao,2018,269,Arena Castelão,mandante,CEARA - CE,pro,Valdo,56.0
Brasileirao,2018,269,Arena Castelão,mandante,CEARA - CE,pro,Arthur,58.0
Brasileirao,2018,269,Arena Castelão,mandante,CEARA - CE,pro,Leandro,77.0
Brasileirao,2018,270,Durival Britto,mandante,PARANA - PR,pro,Alex,9.0
Brasileirao,2018,270,Durival Britto,visitante,VASCO DA GAMA - RJ,pro,Maxi Lopez,45.5
Brasileirao,2018,271,Ilha do Retiro,visitante,INTERNACIONAL - RS,pro,Nico Lopez,66.0
Brasileirao,2018,271,Ilha do Retiro,mandante,SPORT - PE,pro,Adryelson,78.0
Brasileirao,2018,271,Ilha do Retiro,mandante,SPORT - PE,pro,Mateus Gonçalves,87.0
Brasileirao,2018,272,Arena Corinthians,visitante,FLAMENGO - RJ,pro,Lucas Paquetá,60.0
Brasileirao,2018,272,Arena Corinthians,visitante,FLAMENGO - RJ,pro,Lucas Paquetá,65.0
Brasileirao,2018,272,Arena Corinthians,visitante,FLAMENGO - RJ,pro,Rene,90.5
Brasileirao,2018,273,Manoel Barradas,visitante,SANTOS - SP,pro,Carlos Sanchez,8.0
Brasileirao,2018,274,Arena da Baixada,mandante,ATLETICO - PR,pro,Marcelo Cirino,1.0
Brasileirao,2018,274,Arena da Baixada,mandante,ATLETICO - PR,pro,Raphael Veiga,40.0
Brasileirao,2018,274,Arena da Baixada,mandante,ATLETICO - PR,pro,Nikao,55.0
Brasileirao,2018,274,Arena da Baixada,mandante,ATLETICO - PR,pro,Pablo,74.0
Brasileirao,2018,275,Arena Condá,mandante,CHAPECOENSE - SC,pro,Agustin,90.5
Brasileirao,2018,276,Morumbi,visitante,PALMEIRAS - SP,pro,GUSTAVO GOMEZ,33.0
Brasileirao,2018,276,Morumbi,visitante,PALMEIRAS - SP,pro,Deyverson,37.0
Brasileirao,2018,277,Arena do Grêmio,visitante,BAHIA - BA,pro,Elber,2.0
Brasileirao,2018,277,Arena do Grêmio,visitante,BAHIA - BA,pro,Elber,66.0
Brasileirao,2018,277,Arena do Grêmio,mandante,GREMIO - RS,pro,J. Capixaba,84.0
Brasileirao,2018,277,Arena do Grêmio,mandante,GREMIO - RS,pro,Jael,87.0
Brasileirao,2018,278,Maracanã,mandante,FLUMINENSE - RJ,pro,Jadson,34.0
Brasileirao,2018,278,Maracanã,mandante,FLUMINENSE - RJ,pro,Richard,40.0
Brasileirao,2018,278,Maracanã,mandante,FLUMINENSE - RJ,pro,Jadson,47.0
Brasileirao,2018,278,Maracanã,mandante,FLUMINENSE - RJ,pro,Luciano,85.0
Brasileirao,2018,279,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Luiz Fernando,17.0
Brasileirao,2018,279,Nilton Santos,visitante,VASCO DA GAMA - RJ,pro,Maxi Lopez,80.0
Brasileirao,2018,280,Mineirão,visitante,CEARA - CE,pro,Arthur,17.0
Brasileirao,2018,280,Mineirão,visitante,CEARA - CE,pro,Arthur,80.0
Brasileirao,2018,282,Maracanã,mandante,FLAMENGO - RJ,pro,Uribe,10.0
Brasileirao,2018,282,Maracanã,mandante,FLAMENGO - RJ,pro,Leonardo,45.5
Brasileirao,2018,282,Maracanã,mandante,FLAMENGO - RJ,pro,Uribe,49.0
Brasileirao,2018,283,Pacaembu,mandante,SANTOS - SP,pro,Gabriel Barbosa,20.0
Brasileirao,2018,284,Pituaçu,mandante,BAHIA - BA,pro,Vinicius,84.0
Brasileirao,2018,284,Pituaçu,mandante,BAHIA - BA,pro,Vinicius,89.0
Brasileirao,2018,285,Arena Condá,visitante,VITORIA - BA,pro,Lucas Fernandes,37.0
Brasileirao,2018,286,São Januário,mandante,VASCO DA GAMA - RJ,pro,Yago,48.0
Brasileirao,2018,286,São Januário,mandante,VASCO DA GAMA - RJ,pro,Maxi Lopez,70.0
Brasileirao,2018,287,Pacaembu,mandante,PALMEIRAS - SP,pro,Deyverson,8.0
Brasileirao,2018,287,Pacaembu,mandante,PALMEIRAS - SP,pro,Deyverson,78.0
Brasileirao,2018,288,Beira-Rio,visitante,SAO PAULO - SP,pro,Liziero,2.0
Brasileirao,2018,288,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Leandro Damiao,45.0
Brasileirao,2018,288,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Leandro Damiao,52.0
Brasileirao,2018,288,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Nico Lopez,90.5
Brasileirao,2018,289,Arena da Baixada,mandante,ATLETICO - PR,pro,Thiago Heleno,47.0
Brasileirao,2018,289,Arena da Baixada,mandante,ATLETICO - PR,pro,Bergson,55.0
Brasileirao,2018,289,Arena da Baixada,mandante,ATLETICO - PR,pro,Bergson,83.0
Brasileirao,2018,289,Arena da Baixada,mandante,ATLETICO - PR,pro,Rony,85.0
Brasileirao,2018,291,Nilton Santos,visitante,BAHIA - BA,pro,Edigar Junio,47.0
Brasileirao,2018,293,Ilha do Retiro,mandante,SPORT - PE,pro,Mateus Gonçalves,25.0
Brasileirao,2018,293,Ilha do Retiro,visitante,VASCO DA GAMA - RJ,pro,Fabricio,39.0
Brasileirao,2018,293,Ilha do Retiro,mandante,SPORT - PE,pro,Claudio Winck,67.0
Brasileirao,2018,294,Independência,mandante,AMERICA - MG,pro,Juninho,36.0
Brasileirao,2018,294,Independência,visitante,GREMIO - RS,pro,Jean Pyerre,65.0
Brasileirao,2018,295,Manoel Barradas,mandante,VITORIA - BA,pro,Rhayner,8.0
Brasileirao,2018,295,Manoel Barradas,visitante,CORINTHIANS - SP,pro,Jadson,30.0
Brasileirao,2018,295,Manoel Barradas,visitante,CORINTHIANS - SP,pro,Roger,90.0
Brasileirao,2018,295,Manoel Barradas,mandante,VITORIA - BA,pro,Neilton,90.5
Brasileirao,2018,296,Nilton Santos,mandante,FLUMINENSE - RJ,pro,Luciano,62.0
Brasileirao,2018,297,Pacaembu,mandante,PALMEIRAS - SP,pro,Bruno,17.0
Brasileirao,2018,297,Pacaembu,mandante,PALMEIRAS - SP,pro,Bruno,34.0
Brasileirao,2018,297,Pacaembu,visitante,CEARA - CE,pro,Arthur,55.0
Brasileirao,2018,298,Independência,mandante,CRUZEIRO - MG,pro,Thiago Neves,21.0
Brasileirao,2018,298,Independência,mandante,CRUZEIRO - MG,pro,De Arrascaeta,29.0
Brasileirao,2018,298,Independência,mandante,CRUZEIRO - MG,pro,Dedé,43.0
Brasileirao,2018,299,Durival Britto,visitante,FLAMENGO - RJ,pro,Lucas Paquetá,18.0
